,id,headlines,ChanceOfVirality
7120,7120,"US reporter mistakenly turns on filters during Facebook live, video goes viral",2
7121,7121,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",3
7122,7122,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,3
7123,7123,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,2
7124,7124,US woman watering plant for two years realises it is made of plastic,4
7125,7125,Hospital staff in US dances whenever a patient taken off ventilator; video viral,2
7126,7126,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",2
7127,7127,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",1
7128,7128,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",0
7129,7129,"ITBP troopers dressed as bear chase monkeys, video surfaces",1
7130,7130,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,3
7131,7131,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",1
7132,7132,People in Maharashtra exercise on streets after all gyms shut in state,1
7133,7133,UK couple exchange onion rings after wedding gets cancelled over coronavirus,2
7134,7134,Virat Kohli and Anushka Sharma turn educators with Unacademy for a day,1
7135,7135,"Gurugram B-school ropes in ex-Tata MD, ex-Mckinsey partner as faculty",0
7136,7136,Springboard offers Data Science course with ML specialization,0
7137,7137,Researchers plan to test nicotine patches on coronavirus patients in France,2
7138,7138,"Air pollution in Indian cities fell 40-50% during lockdown, satellite images show",1
7139,7139,New York hospitals test heartburn drug as potential treatment for COVID-19,3
7140,7140,Report quoting WHO claims experimental coronavirus drug failed trial; firm clarifies,2
7141,7141,NASA develops COVID-19 prototype ventilator in 37 days; shares pics,2
7142,7142,Scientists release first-ever comprehensive geologic map of Moon,1
7143,7143,Ozone hole above Arctic caused due to unusual atmospheric conditions closes,1
7144,7144,"Crows evolved to have 'exceptional' brain size, outpaced all other birds: Study",1
7145,7145,Sahara was 'most dangerous place' in Earth's history 100 mn yrs ago: Scientists,0
7146,7146,"Scientists say they found 1st record of meteorite striking, killing a person",1
7147,7147,MIT team develops 'microneedles' to treat plants suffering from diseases,2
7148,7148,1st frog fossil from Antarctica found in 40-million-year-old sediments,3
7149,7149,88% death rate in ventilated COVID-19 patients in New York: Study,2
7150,7150,COVID-19 pandemic to cause biggest drop in CO2 emissions since WWII: WMO,1
7151,7151,"Intel using artificial intelligence to monitor, analyse coral reefs",0
7152,7152,Marine plastic pollution detected using satellite data: Study,0
7153,7153,Washable sensors that embed in fabric to monitor vital signs made,1
7154,7154,SpaceX launches seventh batch of 60 Starlink satellites,0
7155,7155,China names its first Mars exploration mission 'Tianwen-1',1
7156,7156,Spinal cord injury increases risk for mental health disorders: Study,0
7157,7157,Microplastics found in ice cores collected in Antarctic: Study,2
7158,7158,"BMW launches Contactless Experience, a digital-first purchase experience",1
7159,7159,"Detroit Auto Show cancelled, venue to be turned into a temporary field hospital",1
7160,7160,Automobile sales in India suffer worst slump in 2 decades amid COVID-19,1
7161,7161,Mahindra says it won't invest further in South Korean unit SsangYong,1
7162,7162,Tesla posts video showing how it's building ventilators with car parts,1
7163,7163,Automobile manufacturers asked to make ventilators: Health Ministry,2
7164,7164,"Video shows Tesla on Autopilot stopping at red light automatically, Musk retweets",1
7165,7165,TVS acquires 122-year-old British motorcycle company Norton,2
7166,7166,Tesla's Cybertruck can float for a while: Elon Musk,0
7167,7167,BMW India CEO Rudratej Singh passes away at 46 after cardiac arrest,1
7168,7168,"Maruti Suzuki, Hyundai to supply ventilators, testing kits to fight COVID-19",1
7169,7169,Two Tesla employees test positive for COVID-19: Reports ,1
7170,7170,SC gives carmakers 10-day window to sell BS-IV stock after lockdown ends,3
7171,7171,Tata Motors' global sales fall by 35% in Q4 due to COVID-19,1
7172,7172,"Hyundai provides COVID-19 testing kits that can diagnose 25,000 people to ICMR",2
7173,7173,Maruti Suzuki reports 47% drop in March sales due to coronavirus,2
7174,7174,Indian automakers seek 10% tax cut to boost demand hit by COVID-19,4
7175,7175,SoftBank to lead $300M-investment in Didi's self-driving unit: Report,0
7176,7176,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,0
7177,7177,"Tesla to suspend production at US factories, cut salaries by 10-30%",0
7178,7178,Self-driving car startup Zoox to settle trade secret theft lawsuit with Tesla,0
7179,7179,"Ford recalls 68,000 vehicles over rollaway risk",1
7180,7180,Renault pulls out of venture with Dongfeng Motor in China over poor sales,1
7181,7181,Maruti Suzuki cuts production by 32% in March,0
7182,7182,"Thousands of livelihoods at risk, need urgent steps: FADA in letter to PM Modi",1
7183,7183,India news,1
7184,7184,more from india news,2
7185,7185,trending topics,0
7186,7186,"
Top News
",1
7187,7187,latest news,1
7188,7188,"
cities
",0
7189,7189,"
don't miss
",0
7190,7190,Top Trends,0
7191,7191,partnersites,0
7192,7192,"
cities",0
7193,7193,"
delhi news
",1
7194,7194,"
mumbai news
",1
7195,7195,"
gurugram news
",1
7196,7196,"
Noida News
",1
7197,7197,"
chandigarh news
",1
7198,7198,"
patna news
",1
7199,7199,"
ranchi news
",1
7200,7200,"
lucknow news
",3
7201,7201,"
kolkata news
",1
7202,7202,"
pune news
",1
7203,7203,"
Bengaluru News
",1
7204,7204,"
jaipur news
",1
7205,7205,more from cities,1
7206,7206,trending topics,0
7207,7207,"
Top News
",1
7208,7208,latest news,1
7209,7209,"
don't miss
",0
7210,7210,Top Trends,0
7211,7211,"200 Tablighi Jamaat members, who have recovered, pledge to donate plasma",0
7212,7212,"Mumbai police team enforcing lockdown attacked by mob, 4 detained",1
7213,7213,"Haryana home minister identifies ‘corona-carriers’, seeks Delhi govt’s help",2
7214,7214,Child helpline receives double the usual number of calls amid lockdown,1
7215,7215,"Over 2,600 industries start ops in Haryana amid demands of supply chain restoration",1
7216,7216,‘Not possible’: Bihar CM cites lockdown for delaying Kota students’ return,1
7217,7217,8 new Covid-19 cases in Jharkhand take state infection tally to 67,3
7218,7218,AKTU’s noble gesture: Providing dinner packets to the poor ,1
7219,7219,Political slugfest continues in Bengal after top doctor’s death due to Covid-19,1
7220,7220,120 micro-clusters in hotspots under scanner in Pune,0
7221,7221,"One Covid-19 patient commits suicide at hospital, 8 new cases in Karnataka",4
7222,7222,"Rajasthan reports 49 new Covid-19 positive cases, total tally at 2,234",3
7223,7223,partnersites,0
7224,7224, The HT Guide toCoronavirus COVID-19,3
7225,7225,"explainer
			videos",1
7226,7226,Coronavirus cases,3
7227,7227, fighting coronavirus,2
7228,7228, coronavirus advisory,2
7229,7229, COVID-19 myths and facts,1
7230,7230,COVID-19 Live Updates,1
7231,7231,Iran reports 96 virus deaths but says infections drop,2
7232,7232,France targets 26 million masks for public this week: Ministry,0
7233,7233,Iran reports 96 virus deaths but says infections drop,2
7234,7234,latest news,1
7235,7235,Top Trends,0
7236,7236,‘From my personal experience…’: UK PM Boris Johnson returns to work after covid bout,2
7237,7237,"Chinese tourists in Nepal hold demonstration, demand flight to return home ",2
7238,7238,Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his plasma,2
7239,7239,PM Modi discusses lockdown exit strategy with CMs: All the key details,1
7240,7240,Complete list of states with no relaxation in lockdown 2.0 restrictions ,1
7241,7241,"Coronavirus update: In Madhya Pradesh, Assam, chartered planes ferrying samples",2
7242,7242,Covid-19 outbreak: Govt sets up national vaccine task force,2
7243,7243,Covid-19 outbreak: Call grows for law to protect doctors from violence,2
7244,7244,99-year-old WWII vet beats coronavirus in Brazil,4
7245,7245,On-off social distancing may be needed until 2022: Harvard study,2
7246,7246,Covid-19: These are new lockdown relaxation rules in your state,3
7247,7247,"Lockdown 2.0 relaxations: What’s allowed, what’s not",1
7248,7248,"Fresh guidelines issued for lockdown 2.0, govt bars all public activities",1
7249,7249,New lockdown guideline issued: What it means for you,2
7250,7250,"Staggered breaks, no large meetings: New office rules during Covid-19 lockdown 2.0",3
7251,7251,Covid-19| No blanket extension of any non-immigrant visas: US on H-1B visas,1
7252,7252,‘I have come with corona’: Currency notes found outside houses in Bihar town,3
7253,7253,"Cats or dogs can spread only love, not coronavirus, say prominent personalities",4
7254,7254,Coronavirus: What is a Covid-19 containment zone and why is it created?,4
7255,7255,"No evidence of coronavirus being airborne, says ICMR’s top scientist ",3
7256,7256,Coronavirus: IIT Roorkee develops low-cost ventilator,2
7257,7257,Lea Seydoux says MeToo movement is riddled with hypocrisy,0
7258,7258,Air India crew who operated evacuation flights tests positive,0
7259,7259,Online reservation for journeys after April 14 was never stopped: Western Railways,3
7260,7260,partnersites,0
7261,7261,"
latest",0
7262,7262,Videos,1
7263,7263,"
 HTCity Shots of Life",1
7264,7264,"
 How Tos",1
7265,7265,"
 Trending",0
7266,7266,"
 WFH Chronicles",0
7267,7267,more from Work From Home,1
7268,7268,trending topics,0
7269,7269,"
Top News
",1
7270,7270,latest news,1
7271,7271,"
India news
",1
7272,7272,"
don't miss
",0
7273,7273,Top Trends,0
7274,7274,A fashion show with a difference ,0
7275,7275,"Ronit Roy folds regular T-shirt to make a mask, video is viral. Watch",4
7276,7276,Dad’s prank about schools running 7 days a week gets awesome reactions,3
7277,7277,Sunny Leone shows off her abstract art piece made over 40 days,3
7278,7278,partnersites,0
7279,7279,opinion,0
7280,7280,more from opinion,1
7281,7281,trending topics,0
7282,7282,"
Top News
",1
7283,7283,latest news,1
7284,7284,"
India news
",1
7285,7285,"
don't miss
",0
7286,7286,Top Trends,0
7287,7287,partnersites,0
7288,7288,world news,2
7289,7289,more from world news,3
7290,7290,trending topics,0
7291,7291,"
Top News
",1
7292,7292,latest news,1
7293,7293,"
India news
",1
7294,7294,"
don't miss
",0
7295,7295,Top Trends,0
7296,7296,partnersites,0
7297,7297,cricket news,1
7298,7298,"
‘If you fumble a ball...’: KL Rahul opens up about comparisons with MS Dhoni
",1
7299,7299,Photos,1
7300,7300,Videos,1
7301,7301,more from cricket news,2
7302,7302,trending topics,0
7303,7303,"
Top News
",1
7304,7304,latest news,1
7305,7305,"
India news
",1
7306,7306,"
sports
",0
7307,7307,"
don't miss
",0
7308,7308,Top Trends,0
7309,7309,partnersites,0
7310,7310,"
entertainment news",1
7311,7311,"
Video
",1
7312,7312,"
bollywood news
",1
7313,7313,"
Hollywood News
",1
7314,7314,"
movie reviews
",0
7315,7315,"
regional movies
",0
7316,7316,"
world cinema news
",2
7317,7317,"
tv news
",1
7318,7318,"
music news
",1
7319,7319,more from entertainment news,2
7320,7320,trending topics,0
7321,7321,"
Top News
",1
7322,7322,latest news,1
7323,7323,"
India news
",1
7324,7324,"
don't miss
",0
7325,7325,Top Trends,0
7326,7326,Lara Dutta opens up about why she took break from acting,1
7327,7327,Hungarian film buff couple recreates iconic scenes during lockdown,1
7328,7328,"Extraction review: Hemsworth, Randeep Hooda’s Netflix film is bonkers fun",0
7329,7329,Dulquer Salmaan apologizes over dialogue in Varane Avashyamund,0
7330,7330,"Film festivals reel under Covid-19, take digital detour",1
7331,7331,Paras Chhabra on his baldness: ‘You cannot run away from reality’,1
7332,7332,Kanika Kapoor gets police notice to record written statement ,0
7333,7333,partnersites,0
7334,7334,education news,1
7335,7335,"
Board Exam 2020
",0
7336,7336,"
Entrance Exam 2020
",0
7337,7337,"
Jobs
",0
7338,7338,"
Exam Result 2020
",0
7339,7339,"
Admission 2020
",0
7340,7340,more from education,1
7341,7341,Top Trends,0
7342,7342,partnersites,0
7343,7343,"
It's Viral",0
7344,7344,trending topics,0
7345,7345,"
Top News
",1
7346,7346,latest news,1
7347,7347,"
India news
",1
7348,7348,"
don't miss
",0
7349,7349,Top Trends,0
7350,7350,partnersites,0
7351,7351,"

                videos
            ",1
7352,7352,"

coronavirus crisis
",2
7353,7353,"

ht leadership studio
",0
7354,7354,"

citizenship controversy
",0
7355,7355,"

                     Latest Videos
                 ",1
7356,7356,trending topics,0
7357,7357,"

on the record
",1
7358,7358,"

the big picture
",0
7359,7359,"

ht conversations
",0
7360,7360,"

Aur Batao
",0
7361,7361,"

film reviews
",0
7362,7362,"

Entertainment
",0
7363,7363,"

your weekend dose
",0
7364,7364,"

tech reviews and more
",1
7365,7365,"

HTLS 2019
",0
7366,7366,"

worldview
",1
7367,7367,"

world news
",2
7368,7368,"

sports corner
",0
7369,7369,"

sports news
",1
7370,7370,"

metro matters
",0
7371,7371,"
 More from videos
	",2
7372,7372,Top Trends,0
7373,7373,"
PM Modi discusses lockdown exit strategy with CMs: All the key details
",1
7374,7374,PM Modi discusses lockdown exit strategy with CMs: All the key details,1
7375,7375,Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his plasma,2
7376,7376,"Chinese tourists in Nepal hold demonstration, demand flight to return home ",2
7377,7377,"At Agra quarantine centre, scramble for food & water kept outside shut gate",1
7378,7378,‘No unusual signs with Kim Jong Un’s health’: South Korea reiterates,1
7379,7379,"
‘Govt must make details of all purchases made to fight Covid-19 public’:...
",3
7380,7380,"
At Agra quarantine centre, scramble for food & water kept outside shut ...
",1
7381,7381,"
In Other News: Ex-minister slams Twitter; army preparedness ; Lee on Sa...
",1
7382,7382,"
In Other News: 2 terrorists killed in J&K; New CVC; China’s concern for...
",1
7383,7383,"
Former IAS officer Sanjay Kothari takes oath as Chief Vigilance Commiss...
",0
7384,7384,"
CAIT Gen Secy thanks PM Modi after MHA allows shops to open with condit...
",0
7385,7385,"
IIT Delhi develops affordable Covid-19 testing kit: Know estimated cost
",3
7386,7386,"
Awantipora encounter: Two terrorists, ‘hardcore’ associate killed in J&K
",1
7387,7387,"
Covid vaccines in human trials bring hope, Ramzan menu for patients: Top...
",2
7388,7388,"
In Other News: Relief for Arnab Goswami; Zoom users surge; trouble for ...
",1
7389,7389,"
Rajnath Singh interacts with top commanders of Armed forces: Key points
",1
7390,7390,"
Supreme Court grants Arnab Goswami 3-week protection from arrest
",0
7391,7391,"
Watch: Specially-abled woman beats odds, stitches masks for locals amid...
",2
7392,7392,"
Tripura becomes India’s 3rd coronavirus-free state, informs CM Biplab Kumar...
",2
7393,7393,"
Covid-19: Milkha Singh on his daughter working as doctor in USA
",1
7394,7394,"
Gujarat cases jump 4x, economists ask to lift lockdown: Top 5 stories from...
",2
7395,7395,"
Covid-19 | ‘Love India...’: New Zealanders evacuated from Delhi amid pa...
",3
7396,7396,"
War on Corona: WB testing under scanner; battle escalates in Maharashtra
",1
7397,7397,"
In other news: 5 ULFA-I militants arrested; India on FDI norms; Arnab a...
",1
7398,7398,"
Watch: Constable opens fire in Bengal after allegedly being denied leave
",2
7399,7399,"
Covid-19 death rate is worse in some states: Vikram Chandra breaks it d...
",1
7400,7400,"
‘From my personal experience…’: UK PM Boris Johnson returns to work after...
",0
7401,7401,"
Chinese tourists in Nepal hold demonstration, demand flight to return h...
",2
7402,7402,"
Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his p...
",2
7403,7403,"
PM Modi discusses lockdown exit strategy with CMs: All the key details
",1
7404,7404,"
‘No unusual signs with Kim Jong Un’s health’: South Korea reiterates
",1
7405,7405,"
Covid-19: Wearing masks compulsory, ban on spitting in Leh
",1
7406,7406,"
‘India will lead global war against Covid-19’: Congress’ Adhir Ranjan C...
",1
7407,7407,"
Watch: Chennai police stop ambulance to allow VIP convoy to pass 
",1
7408,7408,"
‘Donald Trump’s plan…’: Netanyahu ‘confident’ US will support West Bank...
",0
7409,7409,"
Palghar lynching: Watch RSS chief’s reaction to killing of Hindu monks
",1
7410,7410,"
Financial impact of lockdown, 3-month-old survives covid | Top 5 from HT
",3
7411,7411,"
Is govt planning to reduce retirement age? Union minister clears the air
",0
7412,7412,"
Covid-19 | Bengal doctor dies; tax controversy; Wuhan zero cases: 10 up...
",3
7413,7413,"
‘Trains won’t run’: Maharashtra CM amid vow to help migrants reach home...
",0
7414,7414,"
Covid-19: Are immunity passports an option to exit lockdown?
",2
7415,7415,"
Opposition pushes govt for more relief: Covid-19 wrap with Vikram Chand...
",2
7416,7416,"
Covid-19: Luxury sports car driver punished in Indore amid lockdown
",2
7417,7417,"
Watch: Swiss nationals stranded in India amid lockdown evacuated
",2
7418,7418,"
SpiceJet plane with Covid-19 medical supplies from Shanghai lands in Ko...
",1
7419,7419,"
‘Real estate engine of growth’: Navin Raheja on overcoming slowdown
",1
7420,7420,"
Oyo’s Aditya Ghosh on making the most of an economic slowdown
",2
7421,7421,"
Manish Malhotra’s unique fashion story & Bollywood challenges I HT Leadership...
",1
7422,7422,"
Style icon Prabal Gurung recounts his amazing ride in the fashion world
",2
7423,7423,"
Mary Katrantzou explains success mantra for aspiring fashion designers
",1
7424,7424,"
HT Leadership Studio l Sleep right to stay alright: Dr. Satchin Panda
",1
7425,7425,"
‘Big plans’: Beautiful Destinations’ Jeremy Jauncey on expanding India ...
",1
7426,7426,"
Forget calories, see quality: Dr David Ludwig on beating junk food crav...
",1
7427,7427,"
Why Livguard CEO is ‘confident’ that $5 trillion economy goal is achiev...
",0
7428,7428,"
‘Unfinished business’: Cdr Abhilash Tomy preps to race again, 2 yrs after...
",0
7429,7429,"
Michael Douglas & Catherine Zeta-Jones on films, family & love for India
",2
7430,7430,"
HT Leadership Studio: Heston Blumenthal on his chemistry with food
",0
7431,7431,"
HT Leadership Studio l ‘Never played safe with choice of films’: Anil K...
",1
7432,7432,"
HT Leadership Studio l Netflix CEO Reed Hastings reveals plans for India
",0
7433,7433,"
HT Leadership Studio l Netflix CEO Reed Hastings reveals plans for India
",0
7434,7434,"
Michael Phelps on Olympic glories & battling depression l HT Leadership...
",0
7435,7435,"
‘Bollywood is both loving & ruthless’: Akshay Kumar I HT Leadership Stu...
",0
7436,7436,"
HT Leadership Studio: Most powerful voices on one platform, Coming Soon
",1
7437,7437,"
Amid coronavirus lockdown, police clear out anti-CAA protests at Shaheen...
",4
7438,7438,"
Shaheen Bagh: ‘Bottle with chemical’ hurled near protest site; cops pro...
",0
7439,7439,"
BJP, opposition spar over Delhi violence: Who said what
",0
7440,7440,"
‘712 FIRs lodged, over 200 accused arrested’: Police on Delhi violence
",0
7441,7441,"
Adhir Ranjan Chowdhury Vs Meenakshi Lekhi over Delhi violence in Lok Sa...
",0
7442,7442,"
Delhi riots: Slain constable Rattan Lal’s wife requests govt to nab per...
",0
7443,7443,"
‘Political conspiracy to defame India’: Nitin Gadkari on Delhi violence...
",0
7444,7444,"
Rahul Gandhi leads Cong protest in Parliament; demand Amit Shah’s resig...
",1
7445,7445,"
‘If police fails to enforce law, democracy fails’: NSA Ajit Doval
",0
7446,7446,"
Pro-CAA rally outside UN office; demand justice for minorities in Pakis...
",2
7447,7447,"
Watch: Opposition targets PM Modi & Home Minister Amit Shah over Delhi ...
",1
7448,7448,"
Delhi violence: Cong demands Amit Shah’s resignation; fireworks in Rajya...
",1
7449,7449,"
‘Riots in Bengal’: Amit Shah accuses Mamata Banerjee of anti-CAA violen...
",0
7450,7450,"
Watch: NDA govt’s message to Opposition on Delhi violence ahead of Parl...
",1
7451,7451,"
‘I fear for his life’: Wife of Dr Kafeel Khan writes letter to HC Chief...
",1
7452,7452,"
Watch: Curfew reimposed in Shillong after 2 killed in CAA related clash...
",1
7453,7453,"
Postponed march to Shaheen Bagh: Delhi Police after speaking to stakeho...
",1
7454,7454,"
Delhi violence: After Ajit Doval, CM Kejriwal visits affected areas
",0
7455,7455,"
Delhi violence: Intelligence Bureau staffer, a cop’s son, killed; family...
",0
7456,7456,"
Delhi violence | ‘Things happening before them’: SC rebukes police
",2
7457,7457,"
‘Decided on curfew within 1 hr’: IAS Tina Dabi on stemming Covid in Bhi...
",1
7458,7458,"
How Sonia Gandhi stopped Dr Singh from resigning | On The Record
",1
7459,7459,"
Why Governor Dhankhar believes in 1000-yr old flying machines | On The ...
",2
7460,7460,"
On The Record | Haryana Deputy CM: Why he chose BJP over Congress
",1
7461,7461,"
On The Record | Davinder Singh’s arrest and how it changes how Afzal is...
",1
7462,7462,"
On The Record | Everything you wanted to know about new Chief of Defence...
",7
7463,7463,"
‘People are now wary of BJP, not getting majority anywhere’: Hemant Sor...
",4
7464,7464,"
What Hemant Soren said when asked about NRC | On The Record
",3
7465,7465,"
On The Record | ‘Police handling unforgivable’: Former Delhi Police Commissioner...
",2
7466,7466,"
On The Record | Ex-CJI RM Lodha on Citizenship Bill, Telangana encounter
",1
7467,7467,"
What does Jyotiraditya Scindia’s exit from Congress reflect?
",0
7468,7468,"
Big Picture l From Article 370 to CAA: The diplomatic fallout
",1
7469,7469,"
The Constitution at 70 | The Big Picture
",0
7470,7470,"
India under Modi 2.0 | The Big Picture
",0
7471,7471,"
The Big Picture: The unrest in JNU
",0
7472,7472,"
The Big Picture | Why is the Northeast angry?
",1
7473,7473,"
The Big Picture l The BJP’s dominance - asset or liability?
",0
7474,7474,"
National Register of Citizens: What it means for India I The Big Picture
",0
7475,7475,"
The Big Picture | In India, finally, a Chief of Defence Staff
",0
7476,7476,"
No blacklisting for Pakistan at FATF again: Implications and way forward
",1
7477,7477,"
Delhi exit polls decoded: AAP win predicted, BJP makes gains, Congress ...
",2
7478,7478,"
Capital Clash: Will vitriolic speeches in Delhi polls benefit or backfi...
",0
7479,7479,"
Manifesto Wars: Freebies versus Polarization in Capital Clash
",1
7480,7480,"
CAA unrest: 1100 scholars back CAA amid protests: Hear the other side
",0
7481,7481,"
HT Conversations: Fadnavis out. Can Pawar, Sonia, Sena give stable opti...
",1
7482,7482,"
SC dismisses Rafale review petitions: Will the Politics end here? | HT ...
",1
7483,7483,"
‘After Howdy Modi, expect big India-US trade deal soon’ I HT Conversati...
",0
7484,7484,"
Balakot terror camp which was destroyed by IAF revived l HT Conversatio...
",0
7485,7485,"
Maska: Manisha Koirala on acting with just Javed Jaffrey’s photograph |...
",1
7486,7486,"
Sona Mohapatra on #metoo, Vishal Dadlani & the kind of music she enjoys...
",0
7487,7487,"
Aur Batao: What it means to be a ‘female comic’? Kaneez, Prashasti, Supriya...
",1
7488,7488,"
Taapsee Pannu on still getting scolded by parents; why ‘Thappad’ is a special...
",2
7489,7489,"
Vicky Kaushal on phobias & one thing that’s better than good sex l Bhoot...
",4
7490,7490,"
Ammy Virk on Sufna, his music & why he isn’t addicted to his phone | Aur...
",1
7491,7491,"
Sara Ali Khan on chemistry with Kartik Aaryan, her competition | Love Aaj...
",1
7492,7492,"
What Neena Gupta never discussed with Kangana Ranaut during Panga | Aur...
",1
7493,7493,"
Aur Batao: Sunny Leone on her favourite food, film genre | Ragini MMS Returns...
",1
7494,7494,"
Sharad Kelkar’s Baahubali dialogue | Jimmy Shergill | Sushant Singh | Rangbaaz...
",0
7495,7495,"
Kriti Sanon reveals Arjun Kapoor’s hidden talent | Aur Batao | Panipat ...
",0
7496,7496,"
Vikrant Massey, Harleen Sethi on heartbreaks, ideal date || AUR BATAO ||...
",1
7497,7497,"
Nawazuddin Siddiqui on why he prefers to play romantic roles I AUR BATAO
",1
7498,7498,"
Singer Shilpa Rao talks about Anu Malik & why remixes must stop | AUR B...
",1
7499,7499,"
Ayushmann Khurrana on his insecurities & who he’d rather be | AUR BATAO
",1
7500,7500,"
Sukh-E talks about new song, defends auto-tune in music
",2
7501,7501,"
Priyanka Chopra, Rohit Saraf & Shonali Bose on The Sky is Pink l AUR BA...
",1
7502,7502,"
Ayushmann Khurrana on winning National Award || AUR BATAO || DREAM GIRL...
",2
7503,7503,"
Jabariya Jodi Sidharth Malhotra, Parineeti Chopra reveal their ‘Jodi breaker’...
",0
7504,7504,"
Khandaani Shafakhana interview || Badshah, Sonakshi reveal celebrity cr...
",0
7505,7505,"
Shubh Mangal Zyada Saavdhan | No Rating Movie Review | Ayushmann Khurrana...
",1
7506,7506,"
Love Aaj Kal | No Rating Movie Review | Kartik Aaryan | Sara Ali Khan |...
",1
7507,7507,"
Malang | No Rating Movie Review | Aditya Roy Kapur | Disha Patani | Kunal...
",0
7508,7508,"
Street Dancer 3D | No Rating Movie Review | Varun Dhawan | Shraddha Kapoor...
",0
7509,7509,"
Panga | No Rating Movie Review | Kangana Ranaut | Jassie Gill | Richa Chadha...
",0
7510,7510,"
Chhapaak | No Rating Movie Review | Deepika Padukone | Vikrant Massey |...
",1
7511,7511,"
Good Newwz | No Rating Movie Review | Akshay Kumar | Kareena Kapoor Khan...
",2
7512,7512,"
Mardaani 2 | No Rating Movie Review | Rani Mukerji | Vishal Jethwa
",0
7513,7513,"
No Rating Review: Why Ayushmann Khurrana’s Bala is not just a good come...
",2
7514,7514,"
Saand Ki Aankh | No Rating Movie Review | Taapsee Pannu | Bhumi Pednekar
",1
7515,7515,"
No Rating Movie Review: ‘The Sky is Pink’ makes you laugh and cry
",2
7516,7516,"
No Rating Movie Review | War: Hrithik-Tiger shine, story makes you whine
",2
7517,7517,"
The Zoya Factor offers feel-good vibes with Sonam Kapoor and Dulquer Sa...
",1
7518,7518,"
Dream Girl is quirky, and Ayushmann delivers again I No Rating Review
",2
7519,7519,"
Extraction interview: Randeep Hooda says you haven’t seen Chris Hemsworth...
",2
7520,7520,"
‘I don’t think I will ever listen to Humma Humma remix’: Shalmali Kholg...
",1
7521,7521,"
Covid-19: Lady Gaga, WHO announce mega virtual concert to raise funds
",1
7522,7522,"
Watch: Amitabh shares picture of Bachchan family from premiere of Sholay
",1
7523,7523,"
Amit Trivedi on lockdown & new independent label; sings ‘Zinda hoon Yaa...
",2
7524,7524,"
How to pass time during lockdown: Watch Ishita Dutta, Vatsal Sheth’s ti...
",4
7525,7525,"
Muskurayega India singer Vishal Mishra on creating the song with Akshay...
",0
7526,7526,"
How actor Shama Sikandar is learning to cook at home amid lockdown
",1
7527,7527,"
‘Aaooo’: Watch Anupam Kher and Shakti Kapoor’s video call amid lockdown
",3
7528,7528,"
Naagin actor Surbhi Jyoti: ‘If there can be Iron Man & Ant Man...’
",3
7529,7529,"
Pankaj Tripathi’s lockdown revelation: ‘Watching Mirzapur for the first...
",3
7530,7530,"
Watch actor Adah Sharma exercising while doing household chores amid lo...
",2
7531,7531,"
Watch actor Naveen Polishetty’s funny take on quarantine cooking
",1
7532,7532,"
Watch what Taarak Mehta Ka Ooltah Chashmah actor Mandar is doing at home
",2
7533,7533,"
How actor Sunny Singh is working on his next films from home
",0
7534,7534,"
Eight days left in lockdown, actor Fatima Sana Shaikh teaches mental fi...
",2
7535,7535,"
Watch YouTuber Gaurav Taneja’s fitness tips for his followers
",2
7536,7536,"
Watch Actor Shivin Narang’s 21-day lockdown challenge
",3
7537,7537,"
Actor Divya Dutta explains how to boost immunity
",1
7538,7538,"
Watch what filmmaker Madhur Bhandarkar’s lockdown routine is
",4
7539,7539,"
Your Weekend Dose: From ‘Panga’ to ‘The Forgotten Army’, know what to w...
",2
7540,7540,"
Your Weekend Dose: Chhapaak to Darbar know what to watch this weekend
",3
7541,7541,"
Your Weekend Dose: ‘Bombshell’ To ‘Ghost Stories’, Know What To Watch
",3
7542,7542,"
Your Weekend Dose: From Rani Mukerji’s Mardaani 2 to Jumanji: The Next Level,...
",1
7543,7543,"
Your Weekend Dose: From ‘The Irishman’ to ‘Commando 3’, know what to wa...
",3
7544,7544,"
From Laal Kaptaan to Zombieland: Double Tap, know what to watch
",3
7545,7545,"
Xiaomi Redmi Note 9 Pro unboxing & quick look
",1
7546,7546,"
Realme 6 Pro unboxing and quick look
",1
7547,7547,"
Unboxing the Motorola Razr 2019
",0
7548,7548,"
Android creator, Andy Rubin’s Essential shuts down
",1
7549,7549,"
Coronavirus throws MWC 2020 conference off-gear
",2
7550,7550,"
Samsung Galaxy S20 phones launched: Here’s what’s new
",3
7551,7551,"
Samsung launches Galaxy Z Flip, phone folds at a vertical crease
",2
7552,7552,"
Samsung Galaxy S10 Lite unboxing and quick look
",1
7553,7553,"
Honor MagicWatch 2 smartwatch launched in India, here’s a quick look
",3
7554,7554,"
Honor 9X launched in India: Unboxing, first impressions of the new budget...
",3
