,id,headlines,ChanceOfVirality
7638,7638,Fashion is a visual challenger to status quo: Prabal Gurung,0
7639,7639,WHO said nightshifts can increase occurrence of certain cancers: Dr  Panda,0
7640,7640,"When you sleep better, your food craving goes down: Dr Satchin Panda",3
7641,7641,"When one eats too much, one loses interest in food: Dr David Ludwig ",1
7642,7642,We need research to stop epidemics such as diabetes in india: Dr David Ludwig,1
7643,7643,Nutrition isn’t rocket science: Dr David Ludwig,0
7644,7644,Will make Parliament a better place: Manish Tewari on women representation,3
7645,7645,BJP’s Ladakh MP on equal gender representation,0
7646,7646,Mahua Moitra on women representation in Parliament,0
7647,7647,"Out of Parliament, we are all friends: BJP’s Ladakh MP",1
7648,7648,This is not jungle raj: Mahua Moitra on Telangana encounter,1
7649,7649,This is extra-judicial process: Manish Tewari on Telangana encounter,2
7650,7650,"TMC MP Mahua Moitra on BJP MP’s ‘It’s a country, not a shelter home’ comment",1
7651,7651,"This is a country, not a shelter home: BJP’s Ladakh MP",1
7652,7652,CAB is not against Constitution or secularism: BJP’s Ladakh MP Jamyang Tsering Namgyal,0
7653,7653,This is blatantly unconstitutional: Congress leader Manish Tewari on CAB,2
7654,7654,Brute majority can never replace constitutional morality: Mahua Moitra,1
7655,7655,"No one else, but Rahul Gandhi: Baghel on who can lead Congress",1
7656,7656,Pollution coming from within Delhi: Amarinder Singh,0
7657,7657,It’s a CM’s duty to probe wrong doings: Amarinder Singh,1
7658,7658,Baghel on criticism that Congress not opposing GST hard enough,0
7659,7659,Bhupesh Baghel on Sitharaman’s comment on GST compensation,1
7660,7660,Haven’t received GST compensation since August: Amarinder Singh,0
7661,7661,BJP is losing ground everywhere: Chhattisgarh CM,1
7662,7662,People still have confidence in the Congress: Amarinder Singh,2
7663,7663,BJP’s descent has begun: Chhattisgarh CM Baghel,0
7664,7664,Wind blowing against BJP government: Amarinder Singh,0
7665,7665,BJP wants to finish dissent: Bhupesh Baghel,1
7666,7666,Not on board on pan-India NRC call: Amarinder Singh,0
7667,7667,Way to deflect from real issues: Baghel on NRC,1
7668,7668,Can’t just ask people to leave country: Amarinder Singh on NRC,1
7669,7669,Judicial proceedings take time: Baghel on encounters,1
7670,7670,No such thing as encounters: Amarinder Singh,1
7671,7671,"Punjab, Chhattisgarh CMs to speak shortly",0
7672,7672,Will be a pleasure to work in India: Michael Douglas,0
7673,7673,I think Michael should be running for the President: Catherine Zeta-Jones,2
7674,7674,Michael Douglas on Martin Scorsese’s criticism of superhero films,0
7675,7675,Michael Douglas on Donald Trump,0
7676,7676,Om Shanti Om is my favourite Bollywood movie: Catherine Zeta-Jones,1
7677,7677,"Met Oliver for Wall Street 2, he said he liked Sanjay Dutt: Anil Kapoor",0
7678,7678,"Between Catherine, me and Kirk, we have 250 films: Douglas",0
7679,7679,Douglas on his family being ‘ageless’,1
7680,7680,Catherine Zeta-Jones on being an outsider,3
7681,7681,I wanted my own identity: Michael on living upto family name,1
7682,7682,"Behind closed doors, we are regular people: Catherine on media intrusion",2
7683,7683,Catherine Zeta-Jones on her father-in-law,1
7684,7684,"‘Happy wife, happy life’: Michael Douglas on secret to happy relationship with Catherine Zeta-Jones",2
7685,7685,Was lucky enough to marry my best friend: Catherine Zeta-Jones,2
7686,7686,"Let it keep coming, I will handle it: FM",0
7687,7687,We need to bring credibility back to govt data: FM,1
7688,7688,The debate should be does the price spike helping the farmers: FM,0
7689,7689,Agriculture has suffered due to want to adequate infra: FM,1
7690,7690,Want to assure homebuyers their demands are being fulfilled: FM,3
7691,7691,Wish doubts in the people’s minds after IL&FS are removed: FM,3
7692,7692,PSBs do not have expertise for long-term infrastructure lending,0
7693,7693,Don’t want anyone to fall off the cliff: FM on NBFCs,2
7694,7694,Economists telling us to pause fiscal discipline and move towards more stimulus: FM,1
7695,7695,Cess collected was inadequate to compensate the states: FM,0
7696,7696,I assure that we shall have a streamlined GST: FM,0
7697,7697,"To reduce more taxes, original GST framework got distorted: FM",1
7698,7698,"GST is a good law, required for a large country like India: FM",1
7699,7699,"Taxation regime will be simplified, exemption free: FM",0
7700,7700,Sitharaman on what can be done to boost consumer confidence,2
7701,7701,Tax rate cut is one among the many things we are thinking: FM,5
7702,7702,This 4.5 (GDP numbers) relates to July-Aug-Sept: FM,0
7703,7703,Nirmala Sitharaman on slowing growth,1
7704,7704,Rs 100 lakh crores for the next 5 years: FM Nirmala Sitharaman,3
7705,7705,Govt’s vision is what it means to an ordinary citizen: FM Nirmala Sitharaman,1
7706,7706,Finance Minister Nirmala Sitharaman at HTLS 2019,1
7707,7707,HTLS 2019 Day 2 Speakers,1
7708,7708,Had to ramp up security outside offices: Zomato CEO on delivery boy’s religion row,2
7709,7709,Akshay Kumar says he has applied for Indian passport,0
7710,7710,Will have to shut Vodafone Idea if no govt relief: KM Birla,1
7711,7711,"Banking crisis over, take decisions fearlessly: PM Modi",0
7712,7712,#HTLS2019 Social Board,1
7713,7713,HTLS 2019: news,1
7714,7714,"
HTLS Videos
",1
7715,7715,"
Speakers 2019
",0
7716,7716,"
Partners 2019
",0
7717,7717,Top Trends,0
7718,7718,"

",0
7719,7719,"Dec 23, 2019 5:18 pm",0
7720,7720,"Dec 23, 2019 5:14 pm",0
7721,7721,"Dec 23, 2019 5:11 pm",0
7722,7722,"Dec 23, 2019 5:10 pm",0
7723,7723,"Dec 23, 2019 5:09 pm",0
7724,7724,"Dec 23, 2019 5:04 pm",0
7725,7725,"Dec 23, 2019 5:03 pm",0
7726,7726,"Dec 23, 2019 5:04 pm",0
7727,7727,"Dec 23, 2019 5:02 pm",0
7728,7728,"Dec 23, 2019 4:57 pm",0
7729,7729,"Dec 23, 2019 4:54 pm",0
7730,7730,"Dec 23, 2019 4:52 pm",0
7731,7731,"Dec 23, 2019 4:48 pm",0
7732,7732,"Dec 23, 2019 4:46 pm",0
7733,7733,"Dec 23, 2019 4:46 pm",0
7734,7734,"Dec 23, 2019 4:43 pm",0
7735,7735,"Dec 23, 2019 4:40 pm",0
7736,7736,"Dec 23, 2019 4:36 pm",0
7737,7737,"Dec 23, 2019 4:34 pm",0
7738,7738,"Dec 23, 2019 4:32 pm",0
7739,7739,"Dec 23, 2019 4:31 pm",0
7740,7740,"Dec 23, 2019 4:29 pm",0
7741,7741,"Dec 23, 2019 4:21 pm",0
7742,7742,"Dec 23, 2019 4:17 pm",0
7743,7743,"Dec 23, 2019 4:14 pm",0
7744,7744,"Dec 23, 2019 4:10 pm",0
7745,7745,"Dec 23, 2019 4:07 pm",0
7746,7746,"Dec 23, 2019 4:05 pm",0
7747,7747,"Dec 23, 2019 4:01 pm",0
7748,7748,"Dec 23, 2019 3:57 pm",0
7749,7749,"Dec 23, 2019 3:57 pm",0
7750,7750,"Dec 23, 2019 3:53 pm",0
7751,7751,"Dec 23, 2019 3:46 pm",0
7752,7752,"Dec 23, 2019 3:16 pm",0
7753,7753,"Dec 23, 2019 3:07pm ",0
7754,7754,"Dec 23, 2019 3:02 pm",0
7755,7755,"Dec 23, 2019 2:52 pm",0
7756,7756,"Dec 23, 2019 2:50 pm",0
7757,7757,"Dec 23, 2019 2:40 pm",0
7758,7758,"Dec 23, 2019 2:35 pm",0
7759,7759,"Dec 23, 2019 2:34 pm",0
7760,7760,"Dec 23, 2019 2:31 pm",0
7761,7761,"Dec 23, 2019 2:27 pm",0
7762,7762,"Dec 23, 2019 2:21 pm",0
7763,7763,"Dec 23, 2019 2:17 pm",0
7764,7764,"Dec 23, 2019 2:11 pm",0
7765,7765,"Dec 23, 2019 2:05 pm",0
7766,7766,"Dec 23, 2019 1:59 pm",0
7767,7767,"Dec 23, 2019 1:37 pm",0
7768,7768,"Dec 23, 2019 12:45 pm",0
7769,7769,"Dec 23, 2019 12:50 pm",0
7770,7770,"Dec 23, 2019 12:42 pm",0
7771,7771,"Dec 23, 2019 12:39 pm",0
7772,7772,"Dec 23, 2019 12:36 pm",0
7773,7773,"Dec 23, 2019 12:33 pm",0
7774,7774,"Dec 23, 2019 12:31 pm",0
7775,7775,"Dec 23, 2019 12:31 pm",0
7776,7776,"Dec 23, 2019 12:25 pm",0
7777,7777,"Dec 23, 2019 12:21 pm",0
7778,7778,"Dec 23, 2019 12:17 pm",0
7779,7779,"Dec 23, 2019 12:14 pm",0
7780,7780,"Dec 23, 2019 12:14 pm",0
7781,7781,"Dec 23, 2019 12:12 pm",0
7782,7782,"Dec 23, 2019 12:10 pm",0
7783,7783,"Dec 23, 2019 12:05 pm",0
7784,7784,"Dec 23, 2019 11:54 am",0
7785,7785,"Dec 23, 2019 11:39 am",0
7786,7786,"Dec 23, 2019 11:33 am",0
7787,7787,"Dec 23, 2019 11:31 am",0
7788,7788,"Dec 23, 2019 11:29 am",0
7789,7789,"Dec 23, 2019 11:20 am",0
7790,7790,"Dec 23, 2019 11:19 am",0
7791,7791,"Dec 23, 2019 11:15 am",0
7792,7792,"Dec 23, 2019 11:11 am",0
7793,7793,"Dec 23, 2019 11:09 am",0
7794,7794,"Dec 23, 2019 11:04 am",0
7795,7795,"Dec 23, 2019 11:03 am",0
7796,7796,"Dec 23, 2019 11:00 am",0
7797,7797,"Dec 23, 2019 10:58 am",0
7798,7798,"Dec 23, 2019 10:55 am",0
7799,7799,"Dec 23, 2019 10:50 am",0
7800,7800,"Dec 23, 2019 10:48 am",0
7801,7801,"Dec 23, 2019 10:46 am",0
7802,7802,"Dec 23, 2019 10:44 am",0
7803,7803,"Dec 23, 2019 10:42 am",0
7804,7804,"Dec 23, 2019 10:40 am",0
7805,7805,"Dec 23, 2019 10:38 am",0
7806,7806,"Dec 23, 2019 10:36 am",0
7807,7807,"Dec 23, 2019 10:34 am",0
7808,7808,"Dec 23, 2019 10:29 am",0
7809,7809,"Dec 23, 2019 10:28 am",0
7810,7810,"Dec 23, 2019 10:24 am",0
7811,7811,"Dec 23, 2019 10:22 am",0
7812,7812,"Dec 23, 2019 10:19 am",0
7813,7813,"Dec 23, 2019 10:17 am",0
7814,7814,"Dec 23, 2019 10:13 am",0
7815,7815,"Dec 23, 2019 10:12 am",0
7816,7816,"Dec 23, 2019 10:08 am",0
7817,7817,"Dec 23, 2019 10:06 am",0
7818,7818,"Dec 23, 2019 10:02 am",0
7819,7819,"Dec 23, 2019 10:00 am",0
7820,7820,"Dec 23, 2019 9:52 am",0
7821,7821,"Dec 23, 2019 9: 40 am",0
7822,7822,"Dec 23, 2019 9:38 am",0
7823,7823,"Dec 23, 2019 9:30 am",0
7824,7824,"Dec 23, 2019 9:25 am",0
7825,7825,NARENDRA MODI,0
7826,7826,NIRMALA SITHARAMAN,1
7827,7827,MICHAEL DOUGLAS,0
7828,7828,CATHERINE ZETA-JONES,1
7829,7829,CAPT. AMARINDER SINGH,0
7830,7830,ARVIND KEJRIWAL,0
7831,7831,Michael Phelps,0
7832,7832,KUMAR MANGALAM BIRLA,1
7833,7833,REED HASTINGS,0
7834,7834,HESTON BLUMENTHAL,0
7835,7835,BHUPESH BAGHEL,0
7836,7836,MANISH TEWARI,1
7837,7837,AKSHAY KUMAR,0
7838,7838,KAREENA KAPOOR KHAN,0
7839,7839,COMMANDER ABHILASH TOMY,1
7840,7840,MAHUA MOITRA,0
7841,7841,JAMYANG NAMGYAL,0
7842,7842,DEEPINDER GOYAL,0
7843,7843,MANISH MALHOTRA,1
7844,7844,PRABAL GURUNG,0
7845,7845,MARY KATRANTZOU,0
7846,7846,DR. DAVID LUDWIG,0
7847,7847,DR. SATCHIN PANDA,0
7848,7848,JEREMY JAUNCEY,0
7849,7849,BRAD LOISELLE,0
7850,7850,partnersites,0
7851,7851,"
gurugram news",1
7852,7852,"
Columns
",0
7853,7853,"
Living in Gurugram
",0
7854,7854,"
gurugram crime news
",1
7855,7855,"
heritage watch
",1
7856,7856,more from gurgaon news,2
7857,7857,trending topics,0
7858,7858,"
Top News
",1
7859,7859,latest news,1
7860,7860,"
cities
",0
7861,7861,"
don't miss
",0
7862,7862,Top Trends,0
7863,7863,Forgotten history of Spanish Flu-the epidemic that shook Gurugram in 1918,0
7864,7864,Gurugram’s Silver Oaks puts needs of the elderly first amid the lockdown,4
7865,7865,Gurugram man held for shooting at neighbour’s dog for ‘barking too much’,2
7866,7866,Losing oneself in Kotla’s history,1
7867,7867,partnersites,0
7868,7868,"
Lifestyle",1
7869,7869,"
Travel
",0
7870,7870,"
fashion and trends
",0
7871,7871,"
Sex and Relationships
",0
7872,7872,more from Lifestyle,2
7873,7873,trending topics,0
7874,7874,"
Top News
",1
7875,7875,latest news,1
7876,7876,"
India news
",1
7877,7877,"
don't miss
",0
7878,7878,Top Trends,0
7879,7879,All aboard the virtual express: Travellers take the digital route,1
7880,7880,"Sara Ali Khan, Alia Bhatt: Throwback to some of the best short dress styles",3
7881,7881,Lockdown love: Is it really love or just loneliness?,4
7882,7882,partnersites,0
7883,7883,real estate,0
7884,7884,Covid-19 update: Bengal real estate body seeks govt help to bring labourers back...,2
7885,7885,more from real estate,1
7886,7886,trending topics,0
7887,7887,"
Top News
",1
7888,7888,latest news,1
7889,7889,"
India news
",1
7890,7890,"
don't miss
",0
7891,7891,Top Trends,0
7892,7892,partnersites,0
7893,7893,"
Lockdown love: Is it really love or just loneliness? 
",4
7894,7894,"
 Other stories

						",0
7895,7895,"
sports News
",1
7896,7896,"
india
",0
7897,7897,Top Trends,0
7898,7898,partnersites,0
7899,7899,"
sports",0
7900,7900,Photos,1
7901,7901,"
Video
",1
7902,7902,"
cricket news
",1
7903,7903,"
Football News
",1
7904,7904,"
Tennis News
",1
7905,7905,"
other sports
",0
7906,7906,more from sports,1
7907,7907,trending topics,0
7908,7908,"
Top News
",1
7909,7909,latest news,1
7910,7910,"
India news
",1
7911,7911,"
don't miss
",0
7912,7912,Top Trends,0
7913,7913,‘If you fumble a ball...’: Rahul opens up about comparisons with Dhoni,1
7914,7914,Premier League come up with concrete proposals to finish season: Report,0
7915,7915,Difficult to train with the same intensity during lockdown: Barty,1
7916,7916,"Ammo in Delhi, rifle in Pune, Olympic hopeful blanked out by lockdown",2
7917,7917,partnersites,0
7918,7918,photos,1
7919,7919,photos,1
7920,7920,"


						featured photos

					",1
7921,7921,trending topics,0
7922,7922,lifestyle,1
7923,7923,sports,0
7924,7924,more from photos,2
7925,7925,Top Trends,0
7926,7926,partnersites,0
7927,7927,business news,1
7928,7928,more from business news,2
7929,7929,trending topics,0
7930,7930,"
Top News
",1
7931,7931,latest news,1
7932,7932,"
India news
",1
7933,7933,"
don't miss
",0
7934,7934,Top Trends,0
7935,7935,partnersites,0
7936,7936,"
Lockdown love: Is it really love or just loneliness? 
",4
7937,7937,"
 Other stories

						",0
7938,7938,"
sports News
",1
7939,7939,"
india
",0
7940,7940,Top Trends,0
7941,7941,partnersites,0
7942,7942,"


                videos

            ",1
7943,7943,"

coronavirus crisis
",2
7944,7944,"

ht leadership studio
",0
7945,7945,"

citizenship controversy
",0
7946,7946,"


                     Latest Videos

                 ",1
7947,7947,trending topics,0
7948,7948,"

on the record
",1
7949,7949,"

the big picture
",0
7950,7950,"

ht conversations
",0
7951,7951,"

Aur Batao
",0
7952,7952,"

film reviews
",0
7953,7953,"

Entertainment
",0
7954,7954,"

your weekend dose
",0
7955,7955,"

tech reviews and more
",1
7956,7956,"

HTLS 2019
",0
7957,7957,"

worldview
",1
7958,7958,"

world news
",2
7959,7959,"

sports corner
",0
7960,7960,"

sports news
",1
7961,7961,"

metro matters
",0
7962,7962,"
 More from videos

	",2
7963,7963,Top Trends,0
7964,7964,"
PM Modi discusses lockdown exit strategy with CMs: All the key details
",1
7965,7965,PM Modi discusses lockdown exit strategy with CMs: All the key details,1
7966,7966,Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his plasma,2
7967,7967,"Chinese tourists in Nepal hold demonstration, demand flight to return home ",2
7968,7968,"At Agra quarantine centre, scramble for food & water kept outside shut gate",1
7969,7969,‘No unusual signs with Kim Jong Un’s health’: South Korea reiterates,1
7970,7970,"
‘Govt must make details of all purchases made to fight Covid-19 public’:...
",3
7971,7971,"
At Agra quarantine centre, scramble for food & water kept outside shut ...
",1
7972,7972,"
In Other News: Ex-minister slams Twitter; army preparedness ; Lee on Sa...
",1
7973,7973,"
In Other News: 2 terrorists killed in J&K; New CVC; China’s concern for...
",1
7974,7974,"
Former IAS officer Sanjay Kothari takes oath as Chief Vigilance Commiss...
",0
7975,7975,"
CAIT Gen Secy thanks PM Modi after MHA allows shops to open with condit...
",0
7976,7976,"
IIT Delhi develops affordable Covid-19 testing kit: Know estimated cost
",3
7977,7977,"
Awantipora encounter: Two terrorists, ‘hardcore’ associate killed in J&K
",1
7978,7978,"
Covid vaccines in human trials bring hope, Ramzan menu for patients: Top...
",2
7979,7979,"
In Other News: Relief for Arnab Goswami; Zoom users surge; trouble for ...
",1
7980,7980,"
Rajnath Singh interacts with top commanders of Armed forces: Key points
",1
7981,7981,"
Supreme Court grants Arnab Goswami 3-week protection from arrest
",0
7982,7982,"
Watch: Specially-abled woman beats odds, stitches masks for locals amid...
",2
7983,7983,"
Tripura becomes India’s 3rd coronavirus-free state, informs CM Biplab Kumar...
",2
7984,7984,"
Covid-19: Milkha Singh on his daughter working as doctor in USA
",1
7985,7985,"
Gujarat cases jump 4x, economists ask to lift lockdown: Top 5 stories from...
",2
7986,7986,"
Covid-19 | ‘Love India...’: New Zealanders evacuated from Delhi amid pa...
",3
7987,7987,"
War on Corona: WB testing under scanner; battle escalates in Maharashtra
",1
7988,7988,"
In other news: 5 ULFA-I militants arrested; India on FDI norms; Arnab a...
",1
7989,7989,"
Watch: Constable opens fire in Bengal after allegedly being denied leave
",2
7990,7990,"
‘From my personal experience…’: UK PM Boris Johnson returns to work after...
",0
7991,7991,"
Chinese tourists in Nepal hold demonstration, demand flight to return h...
",2
7992,7992,"
Watch: Cured Covid-19 patient Tabrez Khan explains why he donated his p...
",2
7993,7993,"
PM Modi discusses lockdown exit strategy with CMs: All the key details
",1
7994,7994,"
‘No unusual signs with Kim Jong Un’s health’: South Korea reiterates
",1
7995,7995,"
Covid-19: Wearing masks compulsory, ban on spitting in Leh
",1
7996,7996,"
‘India will lead global war against Covid-19’: Congress’ Adhir Ranjan C...
",1
7997,7997,"
Watch: Chennai police stop ambulance to allow VIP convoy to pass 
",1
7998,7998,"
‘Donald Trump’s plan…’: Netanyahu ‘confident’ US will support West Bank...
",0
7999,7999,"
Palghar lynching: Watch RSS chief’s reaction to killing of Hindu monks
",1
8000,8000,"
Financial impact of lockdown, 3-month-old survives covid | Top 5 from HT
",3
8001,8001,"
Is govt planning to reduce retirement age? Union minister clears the air
",0
8002,8002,"
Covid-19 | Bengal doctor dies; tax controversy; Wuhan zero cases: 10 up...
",3
8003,8003,"
‘Trains won’t run’: Maharashtra CM amid vow to help migrants reach home...
",0
8004,8004,"
Covid-19: Are immunity passports an option to exit lockdown?
",2
8005,8005,"
Opposition pushes govt for more relief: Covid-19 wrap with Vikram Chand...
",2
8006,8006,"
Covid-19: Luxury sports car driver punished in Indore amid lockdown
",2
8007,8007,"
Watch: Swiss nationals stranded in India amid lockdown evacuated
",2
8008,8008,"
SpiceJet plane with Covid-19 medical supplies from Shanghai lands in Ko...
",1
8009,8009,"
Watch: Arvind Kejriwal on Covid-19 situation in Delhi & MHA order on sh...
",2
8010,8010,"
‘Real estate engine of growth’: Navin Raheja on overcoming slowdown
",1
8011,8011,"
Oyo’s Aditya Ghosh on making the most of an economic slowdown
",2
8012,8012,"
Manish Malhotra’s unique fashion story & Bollywood challenges I HT Leadership...
",1
8013,8013,"
Style icon Prabal Gurung recounts his amazing ride in the fashion world
",2
8014,8014,"
Mary Katrantzou explains success mantra for aspiring fashion designers
",1
8015,8015,"
HT Leadership Studio l Sleep right to stay alright: Dr. Satchin Panda
",1
8016,8016,"
‘Big plans’: Beautiful Destinations’ Jeremy Jauncey on expanding India ...
",1
8017,8017,"
Forget calories, see quality: Dr David Ludwig on beating junk food crav...
",1
8018,8018,"
Why Livguard CEO is ‘confident’ that $5 trillion economy goal is achiev...
",0
8019,8019,"
‘Unfinished business’: Cdr Abhilash Tomy preps to race again, 2 yrs after...
",0
8020,8020,"
Michael Douglas & Catherine Zeta-Jones on films, family & love for India
",2
8021,8021,"
HT Leadership Studio: Heston Blumenthal on his chemistry with food
",0
8022,8022,"
HT Leadership Studio l ‘Never played safe with choice of films’: Anil K...
",1
8023,8023,"
HT Leadership Studio l Netflix CEO Reed Hastings reveals plans for India
",0
8024,8024,"
HT Leadership Studio l Netflix CEO Reed Hastings reveals plans for India
",0
8025,8025,"
Michael Phelps on Olympic glories & battling depression l HT Leadership...
",0
8026,8026,"
‘Bollywood is both loving & ruthless’: Akshay Kumar I HT Leadership Stu...
",0
8027,8027,"
HT Leadership Studio: Most powerful voices on one platform, Coming Soon
",1
8028,8028,"
Amid coronavirus lockdown, police clear out anti-CAA protests at Shaheen...
",4
8029,8029,"
Shaheen Bagh: ‘Bottle with chemical’ hurled near protest site; cops pro...
",0
8030,8030,"
BJP, opposition spar over Delhi violence: Who said what
",0
8031,8031,"
‘712 FIRs lodged, over 200 accused arrested’: Police on Delhi violence
",0
8032,8032,"
Adhir Ranjan Chowdhury Vs Meenakshi Lekhi over Delhi violence in Lok Sa...
",0
8033,8033,"
Delhi riots: Slain constable Rattan Lal’s wife requests govt to nab per...
",0
8034,8034,"
‘Political conspiracy to defame India’: Nitin Gadkari on Delhi violence...
",0
8035,8035,"
Rahul Gandhi leads Cong protest in Parliament; demand Amit Shah’s resig...
",1
8036,8036,"
‘If police fails to enforce law, democracy fails’: NSA Ajit Doval
",0
8037,8037,"
Pro-CAA rally outside UN office; demand justice for minorities in Pakis...
",2
8038,8038,"
Watch: Opposition targets PM Modi & Home Minister Amit Shah over Delhi ...
",1
8039,8039,"
Delhi violence: Cong demands Amit Shah’s resignation; fireworks in Rajya...
",1
8040,8040,"
‘Riots in Bengal’: Amit Shah accuses Mamata Banerjee of anti-CAA violen...
",0
8041,8041,"
Watch: NDA govt’s message to Opposition on Delhi violence ahead of Parl...
",1
8042,8042,"
‘I fear for his life’: Wife of Dr Kafeel Khan writes letter to HC Chief...
",1
8043,8043,"
Watch: Curfew reimposed in Shillong after 2 killed in CAA related clash...
",1
8044,8044,"
Postponed march to Shaheen Bagh: Delhi Police after speaking to stakeho...
",1
8045,8045,"
Delhi violence: After Ajit Doval, CM Kejriwal visits affected areas
",0
8046,8046,"
Delhi violence: Intelligence Bureau staffer, a cop’s son, killed; family...
",0
8047,8047,"
Delhi violence | ‘Things happening before them’: SC rebukes police
",2
8048,8048,"
‘Decided on curfew within 1 hr’: IAS Tina Dabi on stemming Covid in Bhi...
",1
8049,8049,"
How Sonia Gandhi stopped Dr Singh from resigning | On The Record
",1
8050,8050,"
Why Governor Dhankhar believes in 1000-yr old flying machines | On The ...
",2
8051,8051,"
On The Record | Haryana Deputy CM: Why he chose BJP over Congress
",1
8052,8052,"
On The Record | Davinder Singh’s arrest and how it changes how Afzal is...
",1
8053,8053,"
On The Record | Everything you wanted to know about new Chief of Defence...
",7
8054,8054,"
‘People are now wary of BJP, not getting majority anywhere’: Hemant Sor...
",4
8055,8055,"
What Hemant Soren said when asked about NRC | On The Record
",3
8056,8056,"
On The Record | ‘Police handling unforgivable’: Former Delhi Police Commissioner...
",2
8057,8057,"
On The Record | Ex-CJI RM Lodha on Citizenship Bill, Telangana encounter
",1
8058,8058,"
What does Jyotiraditya Scindia’s exit from Congress reflect?
",0
8059,8059,"
Big Picture l From Article 370 to CAA: The diplomatic fallout
",1
8060,8060,"
The Constitution at 70 | The Big Picture
",0
8061,8061,"
India under Modi 2.0 | The Big Picture
",0
8062,8062,"
The Big Picture: The unrest in JNU
",0
8063,8063,"
The Big Picture | Why is the Northeast angry?
",1
8064,8064,"
The Big Picture l The BJP’s dominance - asset or liability?
",0
8065,8065,"
National Register of Citizens: What it means for India I The Big Picture
",0
8066,8066,"
The Big Picture | In India, finally, a Chief of Defence Staff
",0
8067,8067,"
No blacklisting for Pakistan at FATF again: Implications and way forward
",1
8068,8068,"
Delhi exit polls decoded: AAP win predicted, BJP makes gains, Congress ...
",2
8069,8069,"
Capital Clash: Will vitriolic speeches in Delhi polls benefit or backfi...
",0
8070,8070,"
Manifesto Wars: Freebies versus Polarization in Capital Clash
",1
8071,8071,"
CAA unrest: 1100 scholars back CAA amid protests: Hear the other side
",0
8072,8072,"
HT Conversations: Fadnavis out. Can Pawar, Sonia, Sena give stable opti...
",1
8073,8073,"
SC dismisses Rafale review petitions: Will the Politics end here? | HT ...
",1
8074,8074,"
‘After Howdy Modi, expect big India-US trade deal soon’ I HT Conversati...
",0
8075,8075,"
Balakot terror camp which was destroyed by IAF revived l HT Conversatio...
",0
8076,8076,"
Maska: Manisha Koirala on acting with just Javed Jaffrey’s photograph |...
",1
8077,8077,"
Sona Mohapatra on #metoo, Vishal Dadlani & the kind of music she enjoys...
",0
8078,8078,"
Aur Batao: What it means to be a ‘female comic’? Kaneez, Prashasti, Supriya...
",1
8079,8079,"
Taapsee Pannu on still getting scolded by parents; why ‘Thappad’ is a special...
",2
8080,8080,"
Vicky Kaushal on phobias & one thing that’s better than good sex l Bhoot...
",4
8081,8081,"
Ammy Virk on Sufna, his music & why he isn’t addicted to his phone | Aur...
",1
8082,8082,"
Sara Ali Khan on chemistry with Kartik Aaryan, her competition | Love Aaj...
",1
8083,8083,"
What Neena Gupta never discussed with Kangana Ranaut during Panga | Aur...
",1
8084,8084,"
Aur Batao: Sunny Leone on her favourite food, film genre | Ragini MMS Returns...
",1
8085,8085,"
Sharad Kelkar’s Baahubali dialogue | Jimmy Shergill | Sushant Singh | Rangbaaz...
",0
8086,8086,"
Kriti Sanon reveals Arjun Kapoor’s hidden talent | Aur Batao | Panipat ...
",0
8087,8087,"
Vikrant Massey, Harleen Sethi on heartbreaks, ideal date || AUR BATAO ||...
",1
8088,8088,"
Nawazuddin Siddiqui on why he prefers to play romantic roles I AUR BATAO
",1
8089,8089,"
Singer Shilpa Rao talks about Anu Malik & why remixes must stop | AUR B...
",1
8090,8090,"
Ayushmann Khurrana on his insecurities & who he’d rather be | AUR BATAO
",1
8091,8091,"
Sukh-E talks about new song, defends auto-tune in music
",2
8092,8092,"
Priyanka Chopra, Rohit Saraf & Shonali Bose on The Sky is Pink l AUR BA...
",1
8093,8093,"
Ayushmann Khurrana on winning National Award || AUR BATAO || DREAM GIRL...
",2
8094,8094,"
Jabariya Jodi Sidharth Malhotra, Parineeti Chopra reveal their ‘Jodi breaker’...
",0
8095,8095,"
Khandaani Shafakhana interview || Badshah, Sonakshi reveal celebrity cr...
",0
8096,8096,"
Shubh Mangal Zyada Saavdhan | No Rating Movie Review | Ayushmann Khurrana...
",1
8097,8097,"
Love Aaj Kal | No Rating Movie Review | Kartik Aaryan | Sara Ali Khan |...
",1
8098,8098,"
Malang | No Rating Movie Review | Aditya Roy Kapur | Disha Patani | Kunal...
",0
8099,8099,"
Street Dancer 3D | No Rating Movie Review | Varun Dhawan | Shraddha Kapoor...
",0
8100,8100,"
Panga | No Rating Movie Review | Kangana Ranaut | Jassie Gill | Richa Chadha...
",0
8101,8101,"
Chhapaak | No Rating Movie Review | Deepika Padukone | Vikrant Massey |...
",1
8102,8102,"
Good Newwz | No Rating Movie Review | Akshay Kumar | Kareena Kapoor Khan...
",2
8103,8103,"
Mardaani 2 | No Rating Movie Review | Rani Mukerji | Vishal Jethwa
",0
8104,8104,"
No Rating Review: Why Ayushmann Khurrana’s Bala is not just a good come...
",2
8105,8105,"
Saand Ki Aankh | No Rating Movie Review | Taapsee Pannu | Bhumi Pednekar
",1
8106,8106,"
No Rating Movie Review: ‘The Sky is Pink’ makes you laugh and cry
",2
8107,8107,"
No Rating Movie Review | War: Hrithik-Tiger shine, story makes you whine
",2
